교류,총장,국제,교환,기관,아시아,협력,학점,홍보,문화,연계,정보,해외,창업,탐방
4.43,3.93,3.92,3.78,3.71,3.47,3.35,3.23,3.22,2.67,2.41,2.37,2.17,2.16,2.16
