선거,후보,총학생회,학생회,중앙,단과,투표,본부,당선,논의,위원장,사회,징계,기구,공약
24.13,16.23,15.11,12.04,10.44,9.80,9.74,9.09,8.79,8.38,8.24,7.78,7.72,7.71,7.70
