경찰,의원,의회,선거,행정,자치,시민,적극,세종,위원장,국민,후보,지방,예산,공약,정책
17.63,12.44,12.37,9.59,8.99,8.52,7.91,7.53,7.31,7.16,7.12,6.99,6.59,6.25,6.22,6.05
