바이오,지사,교류,국제,영상,중국,산업,영화제,협력,김,총장,제천,분과,대사,발전,싱,회의,음악,정부
5.07,4.62,4.33,3.82,3.80,3.57,3.56,3.17,2.93,2.83,2.76,2.67,2.41,2.40,2.19,2.13,2.12,2.11,2.05
