김대중,한국,어린이,방정환,민주,공개,사진,조사,재단,정동년,의원,미국,관련,선생,운동,사료,문제,이후,당시,정치,연구소,때
12.86,9.37,8.40,6.21,5.91,5.04,4.20,4.01,4.00,3.93,3.81,3.79,3.72,3.69,3.47,3.30,3.27,2.86,2.85,2.78,2.73,2.70
