위성,큐브,구조,암각화,기반,단일,데이터,활용,분석,발사,정보,우주,논문,미세먼지,상태,규명,카,현상
12.12,8.82,4.92,4.84,4.05,3.68,3.47,3.47,3.39,3.39,3.11,2.99,2.71,2.70,2.68,2.67,2.60,2.54
